3.310000000000e-06	1.559901219747e-07
3.310100000000e-06	1.577824482437e-07
3.310200000000e-06	1.595940655248e-07
3.310300000000e-06	1.614251655654e-07
3.310400000000e-06	1.632759418337e-07
3.310500000000e-06	1.651465895323e-07
3.310600000000e-06	1.670373056116e-07
3.310700000000e-06	1.689482887832e-07
3.310800000000e-06	1.708797395340e-07
3.310900000000e-06	1.728318601394e-07
3.311000000000e-06	1.748048546774e-07
3.311100000000e-06	1.767989290424e-07
3.311200000000e-06	1.788142909592e-07
3.311300000000e-06	1.808511499970e-07
3.311400000000e-06	1.829097175838e-07
3.311500000000e-06	1.849902070201e-07
3.311600000000e-06	1.870928334939e-07
3.311700000000e-06	1.892178140943e-07
3.311800000000e-06	1.913653678269e-07
3.311900000000e-06	1.935357156275e-07
3.312000000000e-06	1.957290803774e-07
3.312100000000e-06	1.979456869178e-07
3.312200000000e-06	2.001857620646e-07
3.312300000000e-06	2.024495346236e-07
3.312400000000e-06	2.047372354052e-07
3.312500000000e-06	2.070490972398e-07
3.312600000000e-06	2.093853549928e-07
3.312700000000e-06	2.117462455796e-07
3.312800000000e-06	2.141320079815e-07
3.312900000000e-06	2.165428832609e-07
3.313000000000e-06	2.189791145765e-07
3.313100000000e-06	2.214409471996e-07
3.313200000000e-06	2.239286285291e-07
3.313300000000e-06	2.264424081080e-07
3.313400000000e-06	2.289825376386e-07
3.313500000000e-06	2.315492709988e-07
3.313600000000e-06	2.341428642585e-07
3.313700000000e-06	2.367635756952e-07
3.313800000000e-06	2.394116658104e-07
3.313900000000e-06	2.420873973461e-07
3.314000000000e-06	2.447910353013e-07
3.314100000000e-06	2.475228469482e-07
3.314200000000e-06	2.502831018490e-07
3.314300000000e-06	2.530720718726e-07
3.314400000000e-06	2.558900312114e-07
3.314500000000e-06	2.587372563982e-07
3.314600000000e-06	2.616140263231e-07
3.314700000000e-06	2.645206222508e-07
3.314800000000e-06	2.674573278372e-07
3.314900000000e-06	2.704244291475e-07
3.315000000000e-06	2.734222146728e-07
3.315100000000e-06	2.764509753480e-07
3.315200000000e-06	2.795110045691e-07
3.315300000000e-06	2.826025982108e-07
3.315400000000e-06	2.857260546447e-07
3.315500000000e-06	2.888816747563e-07
3.315600000000e-06	2.920697619637e-07
3.315700000000e-06	2.952906222351e-07
3.315800000000e-06	2.985445641071e-07
3.315900000000e-06	3.018318987028e-07
3.316000000000e-06	3.051529397502e-07
3.316100000000e-06	3.085080036006e-07
3.316200000000e-06	3.118974092469e-07
3.316300000000e-06	3.153214783423e-07
3.316400000000e-06	3.187805352189e-07
3.316500000000e-06	3.222749069066e-07
3.316600000000e-06	3.258049231518e-07
3.316700000000e-06	3.293709164364e-07
3.316800000000e-06	3.329732219968e-07
3.316900000000e-06	3.366121778433e-07
3.317000000000e-06	3.402881247789e-07
3.317100000000e-06	3.440014064190e-07
3.317200000000e-06	3.477523692107e-07
3.317300000000e-06	3.515413624524e-07
3.317400000000e-06	3.553687383131e-07
3.317500000000e-06	3.592348518527e-07
3.317600000000e-06	3.631400610412e-07
3.317700000000e-06	3.670847267790e-07
3.317800000000e-06	3.710692129169e-07
3.317900000000e-06	3.750938862759e-07
3.318000000000e-06	3.791591166678e-07
3.318100000000e-06	3.832652769152e-07
3.318200000000e-06	3.874127428720e-07
3.318300000000e-06	3.916018934438e-07
3.318400000000e-06	3.958331106087e-07
3.318500000000e-06	4.001067794377e-07
3.318600000000e-06	4.044232881159e-07
3.318700000000e-06	4.087830279627e-07
3.318800000000e-06	4.131863934534e-07
3.318900000000e-06	4.176337822402e-07
3.319000000000e-06	4.221255951728e-07
3.319100000000e-06	4.266622363204e-07
3.319200000000e-06	4.312441129925e-07
3.319300000000e-06	4.358716357608e-07
3.319400000000e-06	4.405452184804e-07
3.319500000000e-06	4.452652783115e-07
3.319600000000e-06	4.500322357414e-07
3.319700000000e-06	4.548465146061e-07
3.319800000000e-06	4.597085421122e-07
3.319900000000e-06	4.646187488592e-07
3.320000000000e-06	4.695775688614e-07
3.320100000000e-06	4.745854395701e-07
3.320200000000e-06	4.796428018962e-07
3.320300000000e-06	4.847501002323e-07
3.320400000000e-06	4.899077824754e-07
3.320500000000e-06	4.951163000495e-07
3.320600000000e-06	5.003761079282e-07
3.320700000000e-06	5.056876646576e-07
3.320800000000e-06	5.110514323793e-07
3.320900000000e-06	5.164678768532e-07
3.321000000000e-06	5.219374674804e-07
3.321100000000e-06	5.274606773271e-07
3.321200000000e-06	5.330379831472e-07
3.321300000000e-06	5.386698654058e-07
3.321400000000e-06	5.443568083031e-07
